timestamp,RPM,MAF,MAP_intake,MAP_boost,MAP_cac_in,MAP_cac_out,T_intake,T_boost,T_cac_out,T_exh_manifold,T_dpf_in,T_dpf_out,fuel_qty,is_steady_state,leak_zone,leak_severity
2026-04-25T12:26:29.591010,1281.3183059429691,758.7478217788417,202.50952691459509,208.25843100751473,206.50952691459509,203.50952691459509,25.26982485429008,93.60258426506886,33.23231011180826,680.813137277449,621.4893783432824,591.4893783432824,78.58515755251719,1,0,0
2026-04-25T11:51:45.591010,1872.1715397618204,1116.1110339445038,380.30564353836064,390.28207573736836,384.30564353836064,381.30564353836064,24.400619069259935,162.9861915151434,41.558342981817205,1369.0812311863745,1313.2397545354393,1283.2397545354393,165.42829670743734,1,0,0
2026-04-25T11:18:13.591010,1812.8201732506468,1064.0637370110403,362.18711229909377,365.8886655604876,366.18711229909377,363.18711229909377,25.271068784495025,158.29957389030903,40.99594886683708,1307.0110607289935,1241.4655390381774,1211.4655390381774,156.44940164536004,1,0,0
2026-04-25T11:13:02.591010,1652.7633452485009,983.1284651204305,313.08135104058005,318.08013785114923,317.08135104058005,314.08135104058005,24.918891238263086,140.52108859261642,38.86253063111397,1113.4774189398079,1046.8422445425126,1016.8422445425126,131.99430752985293,1,0,0
2026-04-25T11:39:11.591010,1281.6208236852933,737.3366772231657,200.8622145825956,206.76376277448165,204.8622145825956,201.8622145825956,25.485363901053454,93.03667504141328,33.16440100496959,652.6831727864815,601.5958711060847,571.5958711060847,76.91400902317011,1,0,0
2026-04-25T11:40:52.591010,1915.0674762347362,1173.6989506650082,394.22910459409457,401.0175454919429,398.22910459409457,395.22910459409457,25.49894458395671,169.04706644067227,42.28564797288067,1426.9349050535175,1372.2991815903572,1342.2991815903572,172.73529390561814,1,0,0
2026-04-25T11:18:17.591010,1327.3662329304204,790.2055232236362,214.7307489264409,220.10595282654242,218.7307489264409,215.7307489264409,25.659832728946757,100.10711192024638,34.01285343042956,704.7729599263372,656.438193396489,626.438193396489,83.73937685559204,1,0,0
2026-04-25T11:26:40.591010,1645.1810047647075,955.5462151653654,310.620457164713,319.7375933523184,314.620457164713,311.620457164713,25.44051213199279,140.3293459216972,38.83952151060366,1094.9858155884767,1042.3312099141929,1012.3312099141929,130.70294517940982,1,0,0
2026-04-25T11:48:59.591010,1892.582419771213,1130.5616363865465,388.63037972815175,386.46488938624253,392.63037972815175,389.63037972815175,24.474659914946738,165.1703843283969,41.82044611940762,1400.4086865162792,1348.9598734677024,1318.9598734677024,170.58254054100615,1,2,1
2026-04-25T11:40:34.591010,1550.3955426497953,944.4851987813998,283.4431538755913,275.44474969389603,287.4431538755913,284.4431538755913,25.101823297600976,129.40480313028775,37.52857637563453,905.801965127601,934.4794252627682,904.4794252627682,118.09885155401481,1,4,3
2026-04-25T12:20:29.591010,2021.0050715758894,1182.4999102736035,425.3765989830883,429.49300953263736,429.3765989830883,426.3765989830883,25.412695190343232,178.48731787621188,43.41847814514543,1562.284023847683,1494.460860884007,1464.460860884007,187.5848415168495,1,0,0
2026-04-25T11:15:15.591010,1512.6068040143618,917.6942992657688,271.89347629051815,275.4702626064541,275.89347629051815,272.89347629051815,25.770817087047874,125.64089031047786,37.07690683725734,937.3568529004805,883.3531766657327,853.3531766657327,112.36851681755276,1,0,0
2026-04-25T11:38:54.591010,1345.3873607383325,811.0927691975656,220.63211770617755,227.80020263162882,224.63211770617755,221.63211770617755,24.897923942581773,101.97257379961371,34.23670885595365,724.4870270606982,672.3789905716787,642.3789905716787,86.8604058385988,1,0,0
2026-04-25T11:22:19.591010,1605.5937075425024,934.0840481475602,298.9287403885863,305.7316301395795,302.9287403885863,299.9287403885863,25.22047615337923,135.60673172879063,38.27280780745488,1035.5026720748867,983.2892872586528,953.2892872586528,125.10221244852715,1,0,0
2026-04-25T11:36:25.591010,1222.136272149854,712.2950763461527,183.13235385819783,189.04706695909525,187.13235385819783,184.13235385819783,24.87888872114159,83.05580792030628,31.966696950436756,579.4629043724524,529.4710461456913,499.4710461456913,68.33867968894337,1,0,0
2026-04-25T11:16:17.591010,1924.4823684925452,1144.7025704767368,390.77153018190376,406.1904488574824,403.56189180153757,392.5506539655068,25.45494110608994,170.65713856555277,42.47885662786632,1464.79533422198,1411.54463301974,1381.54463301974,176.58611183841776,1,3,1
2026-04-25T11:54:16.591010,1788.4648410021705,1076.663780282283,355.1562899436715,362.14958455429525,359.1562899436715,356.1562899436715,25.55132382526006,156.33233973596788,40.75988076831615,1286.5515892469748,1212.6130925061307,1182.6130925061307,153.16381931591815,1,0,0
2026-04-25T11:40:04.591010,1993.8840968894756,1166.838376729575,417.38113938464267,422.1602098125973,421.38113938464267,418.38113938464267,24.48064485202264,174.67720446208097,42.961264535449715,1516.4453468373372,1461.4827857183268,1431.4827857183268,183.76208261401777,1,1,1
2026-04-25T11:44:34.591010,1789.3435329551228,1053.9434062332004,354.9924330658961,360.75056229956675,358.9924330658961,355.9924330658961,24.281899990333727,154.45167579068817,40.534201094882576,1272.3107559073196,1216.5318483269984,1186.5318483269984,152.8703013578873,1,0,0
2026-04-25T11:06:54.591010,1095.6244037339038,642.6897541600863,145.21205323537788,152.39501731412554,149.21205323537788,146.21205323537788,24.238965814591786,60.277898954921,29.23334787459052,430.0704321031474,377.1575791089046,347.1575791089046,49.89103298580919,1,0,0
2026-04-25T11:56:11.591010,1228.1241107879976,715.7752680073011,184.8444592057782,190.29623367560146,188.8444592057782,185.8444592057782,24.38658171076779,83.38421226064861,32.006105471277834,577.488053287706,534.0766522523046,504.0766522523046,69.13022049581784,1,0,0
2026-04-25T12:25:23.591010,1570.8283857763665,924.8453342467336,289.6906523386993,297.17008196699373,293.6906523386993,290.6906523386993,24.94546999009973,131.6561349623181,37.79873619547817,1010.2201307854072,954.1348986675911,924.1348986675911,121.19972667704302,1,0,0
2026-04-25T12:05:49.591010,1878.3044154287456,1085.2366610965712,382.9062921061334,389.58143832848737,386.9062921061334,383.9062921061334,24.786556756529066,164.38984708163918,41.726781649796706,1383.6324086800919,1326.4633487218853,1296.4633487218853,167.07500593748523,1,0,0
2026-04-25T11:46:49.591010,1308.9966030304713,748.0192502792553,174.58269111652834,217.5596621822422,213.08106720542315,178.56890712460967,25.916895988932183,97.67091435514203,33.720509722617045,670.0304094125855,629.8515773586639,599.8515773586639,80.91901900057182,1,3,3
2026-04-25T11:12:57.591010,1994.7160137282233,1190.808118320281,418.630300280261,429.8150220864491,422.630300280261,419.630300280261,25.18233810614509,176.11100343292696,43.133320411951246,1512.9557642409497,1474.6026140028698,1444.6026140028698,184.8701210399631,1,0,0
2026-04-25T12:01:52.591010,2073.1809144898534,1216.885185044783,440.7496186033633,449.7228925370133,444.7496186033633,441.7496186033633,25.134234652501956,182.60307548050753,43.9123690576609,1584.2733261767053,1563.7789583606327,1533.7789583606327,194.93045582268607,1,0,0
2026-04-25T11:48:16.591010,1659.2446206991733,982.0922823199693,316.82115649937253,323.52398903280607,320.82115649937253,317.82115649937253,24.53910203432958,141.37175611328905,38.96461073359468,1113.059616607343,1068.2159920154,1038.2159920154,134.71301723252594,1,0,0
2026-04-25T12:04:35.591010,1911.7977270077647,1119.2996185475852,393.4408237066884,399.2375740357231,397.4408237066884,394.4408237066884,24.37920373531706,167.1410311939398,42.056923743272776,1400.5513932181032,1368.9849517603654,1338.9849517603654,172.4477835411752,1,0,0
