timestamp,RPM,MAF,MAP_intake,MAP_boost,MAP_cac_in,MAP_cac_out,T_intake,T_boost,T_cac_out,T_exh_manifold,T_post_turbine,T_dpf_in,T_dpf_out,fuel_qty,dP_dpf,is_steady_state,leak_zone,leak_severity
0.0,1473.711003327169,880.7305678255391,0.1,111.49018525721843,111.49019442004938,0.1,25.191858682288228,35.54881080152417,26.428596087569716,848.2157472411122,974.1947308045759,969.6576160855053,926.4309333689242,65.11878173720544,0.7551077431979083,True,0,0
0.1,1715.0237224943621,998.8437592528006,0.1,116.78644580317884,115.80595347902516,0.1,24.643813637996995,39.78131291519098,26.82961504794888,253.4710637949311,308.81868490853515,309.978919198543,257.264126896461,18.289257546130376,0.8013726515652381,True,0,0
0.2,1223.3300786241225,731.8091100933306,0.1,106.33791327624469,105.18612935222312,0.1,25.049216700590353,30.417690859076856,25.66727710482108,518.2253977132992,613.1126429998895,611.2665721329439,554.7869295640913,39.2818349499541,0.7152159345009509,True,0,0
0.30000000000000004,1379.2826266794712,820.8556258837613,0.1,109.10537080580295,109.81072311908252,0.1,25.232822132514052,33.262485031502926,25.944807494923523,556.021209394752,647.104903727854,653.4177585350162,594.24378037659,42.44323892043686,0.740943943538465,True,0,0
0.4,1825.9697099720377,1081.1222921230606,0.1,118.8404074629994,118.24327085819195,0.1,25.384511962117507,42.59477576951111,27.537432474994134,608.5119788629324,709.643543472691,715.476201025977,660.2178171956334,48.03703158293859,0.8250658246852809,True,0,0
0.5,2004.6283703821334,1213.8860426392444,0.1,121.50306787592775,121.69017140087126,0.1,25.082191261052113,45.58069901473161,27.63995994231148,339.18036626667396,392.51770829940733,396.3198664622223,340.11309936913744,24.83487261199046,0.8545892403951977,True,0,0
0.6000000000000001,1917.9639119178796,1134.6746895418482,0.1,119.70005815297846,120.29964479258693,0.1,24.799434815933044,44.383757861186275,27.44510456872532,802.7938373975172,884.5237934219543,886.0681233924836,836.6732521581058,61.57500828166673,0.832313932638404,True,0,0
0.7000000000000001,1387.8739260292261,819.9352997350514,0.1,109.1424894464562,109.41228084410784,0.1,24.707835294895492,33.691612683884486,26.192798017640147,180.36428980912186,229.6510620034033,227.56268830403334,182.1712323029005,11.956402500991812,0.7479469245861626,True,0,0
0.8,1188.824684850232,693.6476552156491,0.1,105.84310363662098,105.5240784151169,0.1,25.017146303066117,29.423155075732293,25.689785211458773,760.6191011918398,893.0206333995358,906.8620689653602,836.4178324039482,59.82773689357525,0.7141259152488114,True,0,0
0.9,1915.8526298038305,1106.772777133319,0.1,120.5077835954523,120.82186468366139,0.1,24.669892014200393,44.49424601266542,27.392702886835817,566.0774425224167,640.9552694559152,643.1760083045835,586.936774264301,43.46295031332144,0.8414670553493879,True,0,0
